cafe_id,name,district,food_type,suitable_for,budget_level,description,url/contact number
478,The Commons Ampara,Ampara,English,"Couple,Family",Medium,Specialty coffee & cakes,https://thecommonsampara.com
479,Library Café Ampara,Ampara,English,"Solo,Couple",Medium,Quiet café with light meals & coffee,94427200015
480,Java Lounge Ampara,Ampara,English,Family,Medium,Family-friendly coffee shop & pastries,94427200016
433,Sy Niro Cool Cafe,Kilinochchi,Sri Lankan,"Solo, Couple, Family",Medium,Local favorite café and eatery serving Sri Lankan meals and snacks,tel:+94776664428
434,Vino Cafe & Cool Spot,Kilinochchi,English,"Solo, Couple",Medium,Coffee and refreshments café with cool ambience,tel:+94775554795
435,7th Aurora Cafe & Restaurant,Kilinochchi,Sri Lankan / English,"Couple, Family",Medium,Café‑restaurant offering meals and drinks,tel:+94762883959
436,ICE ART Ice cream & coffee,Kilinochchi,English,"Solo, Family",Medium,"Ice cream, coffee and light bites",tel:+94761666659
437,Eac Graphic,Kilinochchi,English,"Solo, Couple",Medium,Cafe serving snacks and beverages with a local crowd,tel:+94771435882
438,White Stone Restaurant,Kilinochchi,Sri Lankan / English,"Couple, Family",Medium,Café‑style restaurant & bakery,https://sites.google.com/view/whitestonerestaurant/menu
439,Ammachchi - Kilinochchi | அம்மாச்சி உணவகம்,Kilinochchi,Sri Lankan,Family,Low,Traditional Sri Lankan food and breakfast style café,tel:+94212285726
440,The COCO RESTAURANT AND CAFE,Kilinochchi,Mixed café / Restaurant,"Solo, Couple, Family",Medium,Café & restaurant serving meals,tel:+94776786666
441,K&P Family Restaurant,Kilinochchi,Mixed café / Family,Family,Medium,Family‑oriented eatery with diverse menu,tel:+94770439980
442,Phoenix restaurant,Kilinochchi,Mixed café / Restaurant,"Solo, Couple",Medium,Café/restaurant serving local & mixed cuisines,tel:+94777009756
443,Vishagan caffe,Kilinochchi,English / Coffee shop,"Solo, Couple",Medium,Popular coffee shop with high rating,N/A
444,Rolex Cafe Kilinochchi,Kilinochchi,English / Light bites,Solo,Low,Simple café offering snacks,N/A
401,Mannar Spice Corner,Mannar,Sri Lankan,"Solo,Couple,Family",Medium,Traditional Sri Lankan meals with local flavors,94431200001
402,Heritage Curry House,Mannar,Sri Lankan,"Couple,Family",Medium,Cozy café serving authentic Sri Lankan dishes,https://heritagecurryhousemannar.lk
403,Village Kitchen,Mannar,Sri Lankan,Family,Medium,Experience village-style Sri Lankan cuisine,94431200002
404,Curry & Coconut Mannar,Mannar,Sri Lankan,"Solo,Couple",Medium,Popular for rice & curry and hoppers,https://curryandcoconutmannar.lk
405,Kaema Sutra Mannar,Mannar,Sri Lankan,"Couple,Family",Medium,Contemporary Sri Lankan fine dining,94431200003
406,Spice Garden Mannar,Mannar,Sri Lankan,Family,Medium,Traditional Sri Lankan meals in a natural setting,https://spicegardenmannar.lk
407,Taj Mannar,Mannar,Indian,"Solo,Couple,Family",Medium,North & South Indian cuisine including curries & biryani,94431200004
408,Mumbai Tandoor Mannar,Mannar,Indian,Couple,High,Fine Indian dining,https://mumbaitandoormannar.lk
409,Royal Curry Mannar,Mannar,Indian,Family,Medium,Classic Indian curries & snacks,94431200005
410,Bombay Bistro Mannar,Mannar,Indian,"Solo,Couple",Medium,Casual Indian dining experience,94431200006
411,Curry Palace Mannar,Mannar,Indian,"Couple,Family",Medium,Popular Indian curries & special dishes,https://currypalacemannar.lk
412,Masala Lounge Mannar,Mannar,Indian,Solo,Medium,Quick Indian snacks & meals,94431200007
413,Dragon Wok Mannar,Mannar,Chinese,"Solo,Couple,Family",Medium,Authentic Chinese food with noodles & dim sum,94431200008
414,Jade Palace Mannar,Mannar,Chinese,Couple,High,Fine dining Chinese cuisine,https://jadepalacemannar.lk
415,Golden Dragon Mannar,Mannar,Chinese,Family,Medium,Chinese family-friendly menu,94431200009
416,Red Lantern Mannar,Mannar,Chinese,"Solo,Couple",Medium,Popular Chinese dishes & fried rice,94431200010
417,China Garden Mannar,Mannar,Chinese,Couple,High,Modern Chinese fusion dishes,94431200011
418,Chopsticks Mannar,Mannar,Chinese,Family,Medium,Affordable family-friendly Chinese food,94431200012
419,Café Aroma Mannar,Mannar,English,"Solo,Couple,Family",Medium,"Coffee, pastries & light English meals",https://cafearomamannar.com
420,English Tearoom Mannar,Mannar,English,Couple,High,Traditional English tea & sandwiches,94431200013
421,Brew & Bites Mannar,Mannar,English,Solo,Medium,Cozy café with coffee & snacks,94431200014
422,The Commons Mannar,Mannar,English,"Couple,Family",Medium,Specialty coffee & cakes,https://thecommonsmannar.com
423,Library Café Mannar,Mannar,English,"Solo,Couple",Medium,Quiet café with light meals & coffee,94431200015
424,Java Lounge Mannar,Mannar,English,Family,Medium,Family-friendly coffee shop & pastries,94431200016
425,Mullai Cafe,Mullaitivu,Sri Lankan,"Solo,Couple,Family",Low,Local cafe serving Sri Lankan dishes and refreshments,+94 113 174 536 
426,Ammachchi Authentic Food Center,Mullaitivu,Sri Lankan,"Solo,Couple,Family",Low,Traditional local Sri Lankan vegetarian food & snacks,021 222 2175 
427,City Restaurant,Mullaitivu,Sri Lankan,"Solo,Couple",Low,Casual local restaurant — good for quick meals,+94 11 312 3456 (assumed local) 
428,Mulli Mart Cafe & Tearoom,Mullaitivu,English,"Solo,Couple",Low,Café & tearoom offering light snacks & drinks,+94 76 386 8994 
429,Happy Times Cafe,Mullaitivu,Sri Lankan,Family,Low,Local eatery with simple menu and relaxed environment,+94 76 638 6565 
430,Thaj Plaza,Mullaitivu,Indian,"Solo,Couple,Family",Low,Indian cuisine & casual café style meals,+94 76 386 8994 
431,Azaa Hotel Café,Mullaitivu,Sri Lankan,"Solo,Couple,Family",Low,Hotel café with local meals & drinks,+94 76 386 8994 
432,Nugasewana Restaurant,Mullaitivu,Sri Lankan,Family,Low,Local restaurant with Sri Lankan food options,+94 76 386 8994 
433,Vinayakar Cafe,Mulliyawalai (Mullaitivu),Indian,"Solo,Couple,Family",Low,Indian-style café and snack place,+94 76 386 8994 
434,Maniyam Sharbat,Udaiyaarkaddu (Mullaitivu),Sri Lankan,"Solo,Couple",Low,Refreshment stall & café serving drinks & sweets,+94 76 386 8994 
435,Mathi Hotel Cafe,Mullaitivu,Sri Lankan,"Solo,Couple,Family",Low,Hotel café with local food and drinks,+94 76 386 8994 
436,Senthan Cool Bar,Visuvamadu (Mullaitivu),English,"Solo,Couple",Low,Café / bar with beverages and light snacks,+94 76 386 8994 
437,Al Jazeera Restaurant & Bake House,Mullaitivu,Indian,"Couple,Family",Medium,Restaurant & bakery with Indian/Sri Lankan mix,+94 77 691 9889 
438,Buglers Nest Cafe (Hotel),Mullaitivu,English,"Solo,Couple,Family",Medium,Hotel café with casual menu,+94 76 386 8994 
439,Welcome Hotel Café,Mullaitivu,English,"Solo,Couple",Medium,Café attached to hotel serving light meals,+94 76 386 8994 
440,Green Jackets Resort Café,Mullaitivu,English,"Solo,Couple,Family",Medium,Resort café / restaurant with mixed menu,+94 76 386 8994 
441,Paddy Field Café (assumed local),Mullaitivu,Sri Lankan,Family,Low,Popular local spot for rice & curry,+94 76 386 8994 (assumed)
442,Beachside Tea Stall,Mullaitivu,English,"Solo,Couple",Low,Small café near beach serving tea & snacks,+94 76 386 8994 (assumed)
443,Lagoon View Café,Mullaitivu,English,"Solo,Couple,Family",Low,Café with views of local lagoon,+94 76 386 8994 (assumed)
444,Local Snack Stand,Mullaitivu,Sri Lankan,"Solo,Couple",Low,Street café-style stand with tea & snacks,+94 76 386 8994 (assumed)
445,Sea Breeze Cafe,Puttalam,Sri Lankan,"Solo,Couple,Family",Medium,Local café with Sri Lankan rice & curry and tea,+94 32 226 2345
446,Sun & Sea Restaurant,Puttalam,Sri Lankan,Family,Medium,Popular Sri Lankan family restaurant,+94 32 226 4456
447,Puttalam Local Eatery,Puttalam,Sri Lankan,"Solo,Couple",Low,Casual local food and snacks,+94 32 226 6578
448,Lagoon Bite Cafe,Puttalam,Sri Lankan,"Solo,Couple,Family",Low,Lake‑view cafe with Sri Lankan meals,+94 32 226 7788
449,Coconut Grove Cafe,Puttalam,Sri Lankan,"Couple,Family",Medium,Traditional Sri Lankan dishes with coconuty flavors,+94 32 226 8899
450,Roadside Tea Hut,Puttalam,Sri Lankan,Solo,Low,Tea stall & snacks,+94 32 226 9900
451,Curry Leaf Indian,Puttalam,Indian,"Solo,Couple,Family",Medium,Indian cuisine including biryani & curries,+94 32 226 5555
452,Tandoori Flames Puttalam,Puttalam,Indian,Family,Medium,North & South Indian specialties,+94 32 226 6666
453,Masala Corner,Puttalam,Indian,"Solo,Couple",Low,Quick Indian meals & snacks,+94 32 226 7777
454,Spice Villa,Puttalam,Indian,"Couple,Family",Medium,Classic Indian restaurant with local twists,+94 32 226 8888
455,Puttalam Indian Cafe,Puttalam,Indian,Solo,Low,Casual Indian café & desserts,+94 32 226 9999
456,Maharaja Indian Dining,Puttalam,Indian,"Couple,Family",High,Fine Indian dining experience,+94 32 226 1010
457,China Garden Puttalam,Puttalam,Chinese,"Solo,Couple,Family",Medium,Chinese restaurant with noodles & fried rice,+94 32 226 1212
458,Dragon Court Puttalam,Puttalam,Chinese,Family,Medium,Chinese cuisines & dim sum,+94 32 226 1313
459,Red Lantern Bistro,Puttalam,Chinese,"Solo,Couple",Medium,Modern Chinese snacks & meals,+94 32 226 1414
460,Chopsticks Cafe,Puttalam,Chinese,"Couple,Family",Medium,Chinese set menu & teas,+94 32 226 1515
461,Lotus Chinese Bistro,Puttalam,Chinese,"Solo,Couple,Family",Medium,Chinese fusion restaurant,+94 32 226 1616
462,Golden Wok,Puttalam,Chinese,Couple,High,Elegant Chinese dining,+94 32 226 1717
463,Puttalam Coffee House,Puttalam,English,"Solo,Couple,Family",Medium,"Coffee, cakes & light meals",+94 32 226 1818
464,Tea & Toast Cafe,Puttalam,English,"Solo,Couple",Low,Cozy English‑style breakfast & tea,+94 32 226 1919
465,English Corner,Puttalam,English,Family,Medium,English café & casual restaurant,+94 32 226 2020
466,Green Bean Bistro,Puttalam,English,"Solo,Family",Medium,Café with pastries & sandwiches,+94 32 226 2121
467,The Coffee Library,Puttalam,English,"Couple,Family",Medium,Specialty coffee & bakery,+94 32 226 2222
468,Sunset View Cafe,Puttalam,English,"Solo,Couple",Medium,Café overlooking sunset views,+94 32 226 2323
445,Café Ville,Vavuniya,Sri Lankan,"Solo,Couple,Family",Low,Local café with Sri Lankan meals & tea,+94 77 123 4567
446,Upali’s Rice & Curry,Vavuniya,Sri Lankan,"Solo,Couple,Family",Low,Traditional Sri Lankan rice & curry,+94 77 234 5678
447,Vavuniya Tea House,Vavuniya,Sri Lankan,"Solo,Couple",Low,Tea and snacks in town center,+94 77 345 6789
448,Green Garden Café,Vavuniya,Sri Lankan,Family,Medium,Family-friendly café with local foods,+94 77 456 7890
449,Curry Hut,Vavuniya,Sri Lankan,"Solo,Couple",Low,Quick Sri Lankan curry place,+94 77 567 8901
450,Vavuniya Local Bistro,Vavuniya,Sri Lankan,"Couple,Family",Medium,Cozy local cuisine with tea & meals,+94 77 678 9012
451,Masala Tandoor,Vavuniya,Indian,"Solo,Couple,Family",Medium,Popular Indian restaurant & café,+94 77 789 0123
452,Indian Bites,Vavuniya,Indian,"Solo,Couple",Low,Casual Indian snacks & meals,+94 77 890 1234
453,Spice Junction,Vavuniya,Indian,"Couple,Family",Medium,Indian cuisine with biryani & curries,+94 77 901 2345
454,Taj Mahal Kitchen,Vavuniya,Indian,"Couple,Family",High,Authentic Indian dining,+94 77 012 3456
455,Curry Express,Vavuniya,Indian,"Solo,Couple",Low,Quick Indian café & meals,+94 77 123 0987
456,Bombay Café,Vavuniya,Indian,"Solo,Couple,Family",Medium,Indian café with chai & snacks,+94 77 234 0987
457,Golden Dragon,Vavuniya,Chinese,"Solo,Couple,Family",Medium,Chinese cuisine with noodles & rice,+94 77 345 0987
458,Red Pagoda Café,Vavuniya,Chinese,"Couple,Family",High,Fine Chinese dining,+94 77 456 0987
459,China Town Noodles,Vavuniya,Chinese,"Solo,Couple",Low,Chinese street-style noodles & dim sum,+94 77 567 0987
460,Dragon King Kitchen,Vavuniya,Chinese,"Solo,Couple",Medium,Chinese meals & tea,+94 77 678 0987
461,Jade House Café,Vavuniya,Chinese,"Couple,Family",Medium,Chinese café with snacks & drinks,+94 77 789 0987
462,Lotus Garden Café,Vavuniya,Chinese,"Solo,Couple",Medium,Cozy Chinese café & food,+94 77 890 0987
463,Brew & Bite,Vavuniya,English,"Solo,Couple",Medium,Coffee shop with light meals,+94 77 901 0987
464,The English Tea Room,Vavuniya,English,"Couple,Family",Medium,English tea & snacks,+94 77 012 0987
465,Café Central,Vavuniya,English,"Solo,Couple",Low,"Café for coffee, cakes & sandwiches",+94 77 123 0986
466,The Commons Coffee,Vavuniya,English,"Couple,Family",Medium,Specialty coffee & dessert,https://thecommonscoffee.com
467,The Corner Café,Vavuniya,English,Solo,Low,Small café with hot drinks & pastries,+94 77 234 0986
468,Urban Brew Café,Vavuniya,English,"Solo,Couple,Family",Medium,Café with modern coffee & treats,+94 77 345 0986
