place_id,name,district,category,description, URL
335,Iranaitheevu Beach,Kilinochchi,Beaches,Small coastal beach with peaceful surroundings.,https://www.google.com/search?q=Iranaitheevu+Beach+Sri+Lanka
336,Kilinochchi Lagoon Beach,Kilinochchi,Beaches,Lagoon-adjacent beach area with natural scenery.,https://www.google.com/search?q=Kilinochchi+Lagoon+Beach+Sri+Lanka
337,Mannar Fort,Mannar,Historical,"17th-century fort built by the Portuguese and Dutch, with bastions and historic walls.",https://www.google.com/search?q=Mannar+Fort+Sri+Lanka
338,St. James’ Church,Mannar,Historical,Historic Catholic church with colonial architecture and local heritage.,https://www.google.com/search?q=St.+James’+Church+Sri+Lanka
339,Talaimannar Lighthouse,Mannar,Historical,"Iconic lighthouse marking the northern tip of Sri Lanka, historic maritime significance.",https://www.google.com/search?q=Talaimannar+Lighthouse+Sri+Lanka
340,Mannar District Museum,Mannar,Historical,"Museum showcasing local history, archaeology, and cultural artifacts.",https://www.google.com/search?q=Mannar+District+Museum+Sri+Lanka
341,Adam’s Bridge Area,Mannar,Nature,"Coastal area with sandbanks, shallow waters, and natural scenery.",https://www.google.com/search?q=Adam’s+Bridge+Area+Sri+Lanka
342,Vankalai Bird Sanctuary,Mannar,Nature,Wetland sanctuary for migratory birds including flamingos and pelicans.,https://www.google.com/search?q=Vankalai+Bird+Sanctuary+Sri+Lanka
343,Mannar Island Salt Flats,Mannar,Nature,Scenic salt flats and open landscapes ideal for photography and walking.,https://www.google.com/search?q=Mannar+Island+Salt+Flats+Sri+Lanka
344,Periyaar Wetlands,Mannar,Nature,Coastal wetlands with diverse birdlife and natural habitats.,https://www.google.com/search?q=Periyaar+Wetlands+Sri+Lanka
345,Cycling Mannar Island,Mannar,Adventure,Explore the island’s open landscapes and villages by bicycle.,https://www.google.com/search?q=Cycling+Mannar+Island+Sri+Lanka
346,Kayaking Adam’s Bridge,Mannar,Adventure,Kayaking along shallow coastal areas near Adam’s Bridge.,https://www.google.com/search?q=Kayaking+Adam’s+Bridge+Sri+Lanka
347,Birdwatching Vankalai,Mannar,Adventure,Observe migratory birds in wetlands and lagoons.,https://www.google.com/search?q=Birdwatching+Vankalai+Sri+Lanka
348,Hiking Talaimannar,Mannar,Adventure,Short treks around coastal and flatland areas for light adventure.,https://www.google.com/search?q=Hiking+Talaimannar+Sri+Lanka
349,Talaimannar Beach,Mannar,Beaches,Seaside beach near Talaimannar with golden sand and calm waters.,https://www.google.com/search?q=Talaimannar+Beach+Sri+Lanka
350,Pesalai Beach,Mannar,Beaches,Quiet local beach with shallow waters and scenic views.,https://www.google.com/search?q=Pesalai+Beach+Sri+Lanka
351,Erukkalampiddy Beach,Mannar,Beaches,Beach area with fishing activities and open sand areas.,https://www.google.com/search?q=Erukkalampiddy+Beach+Sri+Lanka
352,Mannar Island Beach,Mannar,Beaches,Island beach offering natural coastal scenery and sunsets.,https://www.google.com/search?q=Mannar+Island+Beach+Sri+Lanka
353,Mullaitivu War Memorial,Mullaitivu,Historical,Memorial dedicated to war heroes of the region.,https://www.google.com/search?q=Mullaitivu+War+Memorial+Sri+Lanka
354,Oddusuddan Tank Ruins,Mullaitivu,Historical,Ancient irrigation tank with historical significance.,https://www.google.com/search?q=Oddusuddan+Tank+Ruins+Sri+Lanka
355,Kathirkamam Temple,Mullaitivu,Historical,Historic Hindu temple with traditional architecture.,https://www.google.com/search?q=Kathirkamam+Temple+Sri+Lanka
356,Mullaitivu Lighthouse,Mullaitivu,Historical,Coastal lighthouse with panoramic ocean views.,https://www.google.com/search?q=Mullaitivu+Lighthouse+Sri+Lanka
357,Nai Aru Lagoon,Mullaitivu,Nature,Serene lagoon with scenic views and birdlife.,https://www.google.com/search?q=Nai+Aru+Lagoon+Sri+Lanka
358,Mullaitivu Forest Reserve,Mullaitivu,Nature,Dense forest area with native flora and fauna.,https://www.google.com/search?q=Mullaitivu+Forest+Reserve+Sri+Lanka
359,Palampiddi Wetlands,Mullaitivu,Nature,Wetlands rich in biodiversity and migratory birds.,https://www.google.com/search?q=Palampiddi+Wetlands+Sri+Lanka
360,Kanakairi Lake,Mullaitivu,Nature,"Tranquil lake surrounded by greenery, ideal for relaxation.",https://www.google.com/search?q=Kanakairi+Lake+Sri+Lanka
361,Kayaking Nai Aru Lagoon,Mullaitivu,Adventure,Paddle through calm lagoon waters.,https://www.google.com/search?q=Kayaking+Nai+Aru+Lagoon+Sri+Lanka
362,Trekking Mullaitivu Forest,Mullaitivu,Adventure,Explore forest trails and observe wildlife.,https://www.google.com/search?q=Trekking+Mullaitivu+Forest+Sri+Lanka
363,Cycling Palampiddi Trails,Mullaitivu,Adventure,Scenic cycling routes along rural landscapes.,https://www.google.com/search?q=Cycling+Palampiddi+Trails+Sri+Lanka
364,Rock Climbing Mullaitivu Coast,Mullaitivu,Adventure,Coastal rock climbing with ocean views.,https://www.google.com/search?q=Rock+Climbing+Mullaitivu+Coast+Sri+Lanka
365,Mullaitivu Beach,Mullaitivu,Beaches,Quiet beach with natural beauty and calm waters.,https://www.google.com/search?q=Mullaitivu+Beach+Sri+Lanka
366,Palali Beach,Mullaitivu,Beaches,Serene sandy beach ideal for swimming and picnics.,https://www.google.com/search?q=Palali+Beach+Sri+Lanka
367,Kanakaray Beach,Mullaitivu,Beaches,Secluded beach with scenic coastline.,https://www.google.com/search?q=Kanakaray+Beach+Sri+Lanka
368,Nadukuda Beach,Mullaitivu,Beaches,Popular local beach with calm waves and natural scenery.,https://www.google.com/search?q=Nadukuda+Beach+Sri+Lanka
369,Wilpattu Ancient Ruins,Puttalam,Historical,Remains of ancient settlements near Wilpattu National Park.,https://www.google.com/search?q=Wilpattu+Ancient+Ruins+Sri+Lanka
370,Puttalam Dutch Fort,Puttalam,Historical,"Colonial-era fort built by the Dutch in 1660s, historical landmark.",https://www.google.com/search?q=Puttalam+Dutch+Fort+Sri+Lanka
371,Munneswaram Temple,Puttalam,Historical,"Ancient Hindu temple, important cultural site.",https://www.google.com/search?q=Munneswaram+Temple+Sri+Lanka
372,Thabbowa Tank Ruins,Puttalam,Historical,Historic irrigation tank built in ancient times.,https://www.google.com/search?q=Thabbowa+Tank+Ruins+Sri+Lanka
373,Wilpattu National Park,Puttalam,Nature,"Largest national park in Sri Lanka, rich in wildlife.",https://www.google.com/search?q=Wilpattu+National+Park+Sri+Lanka
374,Kalpitiya Lagoon,Puttalam,Nature,"Scenic lagoon with mangroves, ideal for birdwatching.",https://www.google.com/search?q=Kalpitiya+Lagoon+Sri+Lanka
375,Mundel Lake,Puttalam,Nature,Tranquil lake surrounded by natural scenery.,https://www.google.com/search?q=Mundel+Lake+Sri+Lanka
376,Bar Reef Marine Sanctuary,Puttalam,Nature,Coral reef sanctuary with rich marine biodiversity.,https://www.google.com/search?q=Bar+Reef+Marine+Sanctuary+Sri+Lanka
377,Safari Wilpattu,Puttalam,Adventure,"Wildlife safari to see elephants, leopards, and other animals.",https://www.google.com/search?q=Safari+Wilpattu+Sri+Lanka
378,Kayaking Kalpitiya Lagoon,Puttalam,Adventure,Paddle through scenic mangrove waterways.,https://www.google.com/search?q=Kayaking+Kalpitiya+Lagoon+Sri+Lanka
379,Kite Surfing Kalpitiya,Puttalam,Adventure,Popular location for kite surfing enthusiasts.,https://www.google.com/search?q=Kite+Surfing+Kalpitiya+Sri+Lanka
380,Trekking Mundel Trails,Puttalam,Adventure,Light trekking along natural trails near Mundel Lake.,https://www.google.com/search?q=Trekking+Mundel+Trails+Sri+Lanka
381,Kalpitiya Beach,Puttalam,Beaches,Sandy beach popular for swimming and water sports.,https://www.google.com/search?q=Kalpitiya+Beach+Sri+Lanka
382,Silavathurai Beach,Puttalam,Beaches,Quiet beach ideal for relaxation and picnics.,https://www.google.com/search?q=Silavathurai+Beach+Sri+Lanka
383,Delft Island Beach,Puttalam,Beaches,Unique island beach with wild horses and natural scenery.,https://www.google.com/search?q=Delft+Island+Beach+Sri+Lanka
384,Wilpattu Beach,Puttalam,Beaches,Small serene beach near Wilpattu National Park.,https://www.google.com/search?q=Wilpattu+Beach+Sri+Lanka
385,Vavuniya Ancient Temple,Vavuniya,Historical,Historic Buddhist temple with cultural significance.,https://www.google.com/search?q=Vavuniya+Ancient+Temple+Sri+Lanka
386,Vavuniya Dutch Fort Ruins,Vavuniya,Historical,Remains of a colonial fort built during Dutch rule.,https://www.google.com/search?q=Vavuniya+Dutch+Fort+Ruins+Sri+Lanka
387,Alampil Ancient Stupa,Vavuniya,Historical,"Ancient stupa dating back centuries, religious landmark.",https://www.google.com/search?q=Alampil+Ancient+Stupa+Sri+Lanka
388,Naddankandal Temple,Vavuniya,Historical,Traditional temple with historic architecture.,https://www.google.com/search?q=Naddankandal+Temple+Sri+Lanka
389,Vavuniya Forest Reserve,Vavuniya,Nature,Dense forest with native flora and wildlife.,https://www.google.com/search?q=Vavuniya+Forest+Reserve+Sri+Lanka
390,Kanakarayan Lagoon,Vavuniya,Nature,Scenic lagoon ideal for birdwatching and relaxation.,https://www.google.com/search?q=Kanakarayan+Lagoon+Sri+Lanka
391,Vavuniya Lake,Vavuniya,Nature,Calm lake with natural surroundings.,https://www.google.com/search?q=Vavuniya+Lake+Sri+Lanka
392,Palampiddy Wetlands,Vavuniya,Nature,Wetlands rich in birdlife and native vegetation.,https://www.google.com/search?q=Palampiddy+Wetlands+Sri+Lanka
393,Trekking Vavuniya Forest,Vavuniya,Adventure,Explore forest trails and enjoy wildlife spotting.,https://www.google.com/search?q=Trekking+Vavuniya+Forest+Sri+Lanka
394,Kayaking Kanakarayan Lagoon,Vavuniya,Adventure,Paddle through scenic lagoon waters.,https://www.google.com/search?q=Kayaking+Kanakarayan+Lagoon+Sri+Lanka
395,Cycling Vavuniya Countryside,Vavuniya,Adventure,Rural cycling routes with natural scenery.,https://www.google.com/search?q=Cycling+Vavuniya+Countryside+Sri+Lanka
396,Jungle Safari Palampiddy,Vavuniya,Adventure,Guided safari to observe local fauna.,https://www.google.com/search?q=Jungle+Safari+Palampiddy+Sri+Lanka
397,Vavuniya Lake Shore,Vavuniya,Beaches,Lakeside area suitable for picnics and leisure.,https://www.google.com/search?q=Vavuniya+Lake+Shore+Sri+Lanka
398,Kanakarayan Lagoon Shore,Vavuniya,Beaches,Calm waterside for relaxation.,https://www.google.com/search?q=Kanakarayan+Lagoon+Shore+Sri+Lanka
399,Palampiddy Wetland Edge,Vavuniya,Beaches,Sandy edge along wetlands for leisure.,https://www.google.com/search?q=Palampiddy+Wetland+Edge+Sri+Lanka
400,Vavuniya Reservoir Bank,Vavuniya,Beaches,Scenic reservoir bank suitable for family visits.,https://www.google.com/search?q=Vavuniya+Reservoir+Bank+Sri+Lanka
